account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,engagement_count
389658314427637,1541336249259832,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541336249259832,2016-09-27,link,mixture of true and false,,1519,1874,131,3524
389658314427637,1541362219257235,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541362219257235,2016-09-27,link,mixture of true and false,,311,598,136,1045
389658314427637,1541376565922467,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541376565922467,2016-09-27,link,mostly true,,2821,5582,566,8969
389658314427637,1541392409254216,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541392409254216,2016-09-27,link,mostly true,yes,339,831,49,1219
389658314427637,1541392902587500,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541392902587500,2016-09-27,link,mostly true,,195,376,12,583
389658314427637,1541426375917486,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541426375917486,2016-09-27,link,mostly false,,3330,4918,858,9106
389658314427637,1541442682582522,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541442682582522,2016-09-27,link,mostly true,,49,297,44,390
389658314427637,1541481155912008,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541481155912008,2016-09-27,link,mostly true,,1766,9508,1620,12894
389658314427637,1541483359245121,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541483359245121,2016-09-27,link,mostly true,,8,201,29,238
389658314427637,1541508222575968,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541508222575968,2016-09-27,link,mostly true,,180,773,23,976
389658314427637,1541548145905309,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1541548145905309,2016-09-27,link,mixture of true and false,,20,93,23,136
114517875225866,1462399387104368,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462399387104368,2016-09-19,photo,no factual content,,2,26990,590,27582
114517875225866,1462468047097502,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462468047097502,2016-09-19,video,mostly true,,,7580,364,7944
114517875225866,1462507497093557,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462507497093557,2016-09-19,link,mostly true,,26726,20354,1471,48551
114517875225866,1462535517090755,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462535517090755,2016-09-19,link,mostly true,,3899,12225,378,16502
114517875225866,1462679840409656,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462679840409656,2016-09-19,link,mostly true,,483,5317,101,5901
114517875225866,1462684057075901,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462684057075901,2016-09-19,video,mostly true,,688,3329,37,4054
114517875225866,1462687457075561,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462687457075561,2016-09-19,video,mostly true,,,3864,265,4129
114517875225866,1462696813741292,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462696813741292,2016-09-19,link,mostly true,,4030,24066,331,28427
114517875225866,1462710973739876,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462710973739876,2016-09-19,link,mostly true,,33767,27185,3129,64081
114517875225866,1462776623733311,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462776623733311,2016-09-19,video,no factual content,,1801,5927,241,7969
114517875225866,1462778023733171,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462778023733171,2016-09-19,video,mostly true,,5592,4496,384,10472
114517875225866,1462846610392979,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462846610392979,2016-09-19,photo,mostly true,,693,3518,181,4392
114517875225866,1462997013711272,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462997013711272,2016-09-19,link,mostly true,,2855,5604,529,8988
114517875225866,1462822623728711,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462822623728711,2016-09-20,video,no factual content,,4,16486,644,17134
114517875225866,1462891757055131,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1462891757055131,2016-09-20,photo,mostly false,,3,36556,1002,37561
114517875225866,1463039507040356,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463039507040356,2016-09-20,link,mixture of true and false,,4338,18160,906,23404
114517875225866,1463351953675778,left,The Other 98%,https://www.facebook.com/TheOther98/posts/1463351953675778,2016-09-20,photo,no factual content,,23015,43279,981,67275
